5130,84,	1,9e-005
5131,41,	1,7e-005
5131,94,	1,7e-005
5132,53,	1,5e-005
5133,13,	1,5e-005
5133,7,	1,4e-005
5134,28,	1,3e-005
5134,83,	1,3e-005
5135,42,	1,3e-005
5136,	1,2e-005
5136,58,	1,2e-005
5137,17,	1,2e-005
5137,72,	1,1e-005
5138,27,	1,1e-005
5138,83,	1,1e-005
5139,39,	1,1e-005
5139,97,	1,1e-005
5140,55,	1,1e-005
5141,13,	1,1e-005
5141,69,	1e-005
5142,27,	1e-005
5142,84,	1e-005
5143,42,	1e-005
5144,02,	1e-005
5144,58,	9,9e-006
5145,16,	9,8e-006
5145,74,	9,7e-006
5146,31,	9,6e-006
5146,89,	9,6e-006
5147,45,	9,5e-006
5148,02,	9,5e-006
5148,56,	9,4e-006
5149,13,	9,4e-006
5149,7,	9,3e-006
5150,28,	9,3e-006
5150,86,	9,2e-006
5151,42,	9,2e-006
5151,99,	9,1e-006
5152,56,	9,1e-006
5153,16,	9e-006
5153,74,	9,1e-006
5154,28,	9,1e-006
5154,86,	9,3e-006
5155,45,	8,9e-006
5156,03,	8,8e-006
5156,61,	8,7e-006
5157,17,	8,8e-006
5157,75,	8,8e-006
5158,33,	9e-006
5159,77,	8,6e-006
5159,8,	8,6e-006
5160,06,	8,6e-006
5160,66,	8,6e-006
5161,22,	8,6e-006
5161,81,	8,5e-006
5162,39,	8,4e-006
5162,95,	8,4e-006
5163,52,	8,4e-006
5164,11,	8,4e-006
5164,69,	8,4e-006
5165,27,	8,5e-006
5165,83,	8,3e-006
5166,41,	8,4e-006
5166,95,	8,2e-006
5167,52,	8,2e-006
5168,08,	8,1e-006
5168,66,	8,1e-006
5169,24,	8,2e-006
5169,8,	8,2e-006
5170,38,	8,1e-006
5170,95,	8e-006
5171,55,	8e-006
5172,13,	7,9e-006
5172,67,	7,9e-006
5173,27,	7,9e-006
5173,84,	8e-006
5174,42,	8e-006
5175,	7,8e-006
5175,56,	7,8e-006
5176,14,	7,8e-006
5176,72,	7,8e-006
5177,31,	7,9e-006
5177,89,	7,8e-006
5178,45,	7,8e-006
5179,03,	7,7e-006
5179,61,	7,7e-006
5180,19,	7,7e-006
5180,78,	7,6e-006
5181,34,	7,6e-006
5181,92,	7,6e-006
5182,5,	7,6e-006
5183,08,	7,6e-006
5183,66,	7,6e-006
5184,22,	7,5e-006
5184,8,	7,4e-006
5185,38,	7,4e-006
5185,97,	7,4e-006
5186,55,	7,4e-006
5187,11,	7,3e-006
5187,69,	7,3e-006
5188,27,	7,4e-006
5188,84,	7,3e-006
5189,42,	7,4e-006
5189,97,	7,4e-006
5190,55,	7,6e-006
5191,14,	7,5e-006
5191,72,	7,5e-006
5192,3,	7,4e-006
5192,84,	7,3e-006
5193,44,	7,2e-006
5194,02,	7,2e-006
5194,61,	7,3e-006
5195,2,	7,1e-006
5195,77,	7,3e-006
5196,34,	7,1e-006
5196,92,	7,1e-006
5197,5,	7e-006
5198,09,	7e-006
5198,64,	7e-006
5199,24,	6,9e-006
5199,81,	6,9e-006
5200,41,	6,9e-006
5200,95,	6,8e-006
5201,52,	6,8e-006
5202,09,	6,8e-006
5202,64,	6,8e-006
5203,24,	6,7e-006
5203,81,	6,7e-006
5204,39,	6,7e-006
5204,97,	6,6e-006
5205,53,	6,6e-006
5206,11,	6,5e-006
5206,69,	6,7e-006
5207,27,	6,5e-006
5207,86,	6,5e-006
5208,41,	6,7e-006
5208,99,	6,5e-006
5209,58,	6,4e-006
5210,16,	6,4e-006
5210,74,	6,4e-006
5211,3,	6,4e-006
5211,88,	6,4e-006
5212,44,	6,3e-006
5213,02,	6,3e-006
5213,61,	6,3e-006
5214,16,	6,2e-006
5214,74,	6,2e-006
5215,33,	6,4e-006
5215,91,	6,2e-006
5216,49,	6,3e-006
5217,05,	6,2e-006
5217,63,	6,3e-006
5218,2,	6,1e-006
5218,8,	6,1e-006
5219,38,	6,7e-006
5219,92,	6,6e-006
5220,5,	6,5e-006
5221,06,	6,5e-006
5221,63,	6,5e-006
5222,2,	6,4e-006
5222,78,	6,2e-006
5223,36,	6,5e-006
5223,92,	6,4e-006
5224,5,	6,2e-006
5225,09,	6,1e-006
5225,67,	6,2e-006
5226,25,	6,1e-006
5226,8,	6,1e-006
5227,39,	6,1e-006
5227,97,	6e-006
5228,55,	6,1e-006
5229,13,	6e-006
5229,69,	5,9e-006
5230,25,	5,9e-006
5230,83,	5,9e-006
5231,42,	5,9e-006
5232,	5,8e-006
5232,55,	5,8e-006
5233,14,	5,8e-006
5233,74,	5,9e-006
5234,31,	5,8e-006
5234,91,	5,9e-006
5235,47,	5,7e-006
5236,05,	5,7e-006
5236,63,	5,7e-006
5237,2,	5,7e-006
5237,78,	5,7e-006
5238,34,	5,7e-006
5238,91,	5,7e-006
5239,49,	5,7e-006
5240,08,	5,6e-006
5240,66,	5,5e-006
5241,22,	5,6e-006
5241,8,	5,6e-006
5242,38,	5,6e-006
5242,95,	5,6e-006
5243,55,	5,6e-006
5244,09,	5,6e-006
5244,67,	5,6e-006
5245,24,	5,6e-006
5245,78,	5,6e-006
5246,36,	5,6e-006
5246,94,	5,6e-006
5247,53,	5,6e-006
5248,09,	6,2e-006
5248,67,	6,2e-006
5249,25,	6,1e-006
5249,83,	5,6e-006
5250,42,	5,7e-006
5250,97,	5,6e-006
5251,53,	5,5e-006
5252,11,	5,5e-006
5252,7,	5,5e-006
5253,24,	5,5e-006
5253,8,	5,5e-006
5254,38,	5,5e-006
5254,94,	5,5e-006
5255,52,	5,4e-006
5256,09,	5,4e-006
5256,67,	5,4e-006
5257,25,	5,3e-006
5257,8,	5,3e-006
5258,38,	5,4e-006
5258,97,	5,3e-006
5259,55,	5,2e-006
5260,13,	5,2e-006
5260,69,	5,2e-006
5261,27,	5,2e-006
5261,84,	5,3e-006
5262,42,	5,3e-006
5263,02,	5,2e-006
5263,56,	5,2e-006
5264,16,	5,2e-006
5264,74,	5,1e-006
5265,33,	5,1e-006
5265,91,	5,1e-006
5266,45,	5e-006
5267,03,	5e-006
5267,61,	5e-006
5268,2,	5e-006
5268,78,	5e-006
5269,33,	5e-006
5269,92,	5e-006
5270,5,	5e-006
5271,08,	4,9e-006
5271,67,	4,9e-006
5272,24,	4,9e-006
5272,81,	4,9e-006
5273,38,	4,9e-006
5273,97,	4,9e-006
5274,55,	4,8e-006
5275,11,	4,8e-006
5275,69,	4,9e-006
5276,27,	5e-006
5276,84,	4,8e-006
5277,42,	4,8e-006
5277,97,	4,8e-006
5278,55,	4,7e-006
5279,13,	4,7e-006
5279,72,	4,7e-006
5280,3,	4,7e-006
5280,86,	4,7e-006
5281,42,	4,7e-006
5282,02,	4,8e-006
5282,59,	4,7e-006
5283,19,	4,6e-006
5283,75,	4,7e-006
5284,33,	4,7e-006
5284,91,	4,6e-006
5285,49,	4,6e-006
5286,06,	4,7e-006
5286,63,	4,7e-006
5287,2,	4,7e-006
5287,78,	4,7e-006
5288,36,	4,6e-006
5288,94,	4,5e-006
5289,49,	4,5e-006
5290,06,	4,5e-006
5290,64,	4,5e-006
5291,24,	4,5e-006
5291,83,	4,6e-006
5292,39,	4,5e-006
5292,97,	4,5e-006
5293,56,	4,6e-006
5294,14,	4,6e-006
5294,72,	4,4e-006
5295,27,	4,5e-006
5295,86,	4,5e-006
5296,42,	4,5e-006
5297,02,	4,4e-006
5297,59,	4,4e-006
5298,14,	4,4e-006
5298,69,	4,5e-006
5299,25,	4,5e-006
5299,83,	4,5e-006
5300,41,	4,5e-006
5300,99,	4,5e-006
5301,58,	4,5e-006
5302,14,	4,5e-006
5302,72,	4,3e-006
5303,3,	4,3e-006
5303,88,	4,3e-006
5304,45,	4,3e-006
5305,02,	4,3e-006
5305,59,	4,4e-006
5306,19,	4,3e-006
5306,77,	4,3e-006
5307,34,	4,3e-006
5307,91,	4,3e-006
5308,49,	4,3e-006
5309,06,	4,3e-006
5309,64,	4,4e-006
5310,24,	4,4e-006
5310,78,	4,4e-006
5311,38,	4,4e-006
5311,95,	4,4e-006
5312,53,	4,4e-006
5313,13,	4,4e-006
5313,67,	4,4e-006
5314,25,	4,4e-006
5314,84,	4,4e-006
5315,41,	4,4e-006
5315,99,	4,3e-006
5316,53,	4,3e-006
5317,09,	4,3e-006
5317,64,	4,3e-006
5318,22,	4,4e-006
5318,8,	4,4e-006
5319,39,	4,4e-006
5319,97,	4,3e-006
5320,53,	4,4e-006
5321,11,	4,4e-006
5321,69,	4,4e-006
5322,27,	4,4e-006
5322,86,	4,4e-006
5323,41,	4,4e-006
5323,99,	4,4e-006
5324,55,	4,4e-006
5325,11,	4,4e-006
5325,69,	4,4e-006
5326,25,	4,4e-006
5326,84,	4,4e-006
5327,41,	4,4e-006
5327,99,	4,4e-006
5328,56,	4,4e-006
5329,14,	4,4e-006
5329,72,	4,4e-006
5330,24,	4,4e-006
5330,8,	4,4e-006
5331,34,	4,4e-006
5331,94,	4,5e-006
5332,5,	4,5e-006
5333,09,	4,4e-006
5333,69,	4,4e-006
5334,24,	4,4e-006
5334,81,	4,5e-006
5335,39,	4,6e-006
5335,97,	4,7e-006
5336,56,	4,8e-006
5337,13,	4,9e-006
5337,7,	5,1e-006
5338,28,	5,2e-006
5338,86,	5,8e-006
5339,44,	7,6e-006
5340,	8,1e-006
5340,58,	8,4e-006
5341,16,	8,6e-006
5341,74,	8,7e-006
5342,31,	8,9e-006
5342,86,	9e-006
5343,44,	9,1e-006
5344,03,	9,3e-006
5344,61,	9,4e-006
5345,19,	9,5e-006
5345,75,	9,6e-006
5346,33,	9,7e-006
5346,88,	9,7e-006
5347,44,	9,8e-006
5348,02,	9,8e-006
5348,59,	9,8e-006
5349,17,	9,8e-006
5349,74,	9,8e-006
5350,33,	9,8e-006
5350,91,	9,8e-006
5351,49,	9,8e-006
5352,06,	9,8e-006
5352,63,	9,8e-006
5353,2,	9,8e-006
5353,77,	9,8e-006
5354,36,	9,8e-006
5354,95,	9,8e-006
5355,52,	9,7e-006
5356,09,	9,7e-006
5356,67,	9,7e-006
5357,25,	9,7e-006
5357,83,	9,7e-006
5358,38,	9,6e-006
5358,97,	9,6e-006
5359,53,	9,6e-006
5360,13,	9,6e-006
5360,7,	9,6e-006
5361,27,	9,6e-006
5361,84,	9,6e-006
5362,42,	9,6e-006
5363,	9,5e-006
5363,59,	9,5e-006
5364,14,	9,5e-006
5364,72,	9,5e-006
5365,3,	9,5e-006
5365,89,	9,5e-006
5366,47,	9,5e-006
5367,02,	9,5e-006
5367,61,	9,5e-006
5368,19,	9,5e-006
5368,77,	9,5e-006
5369,34,	9,4e-006
5369,89,	9,5e-006
5370,47,	9,4e-006
5371,06,	9,3e-006
5371,64,	9,3e-006
5372,22,	9,4e-006
5372,77,	9,5e-006
5373,36,	9,6e-006
5373,94,	9,7e-006
5374,52,	9,9e-006
5375,09,	1e-005
5375,66,	1e-005
5376,24,	1e-005
5376,81,	1e-005
5377,41,	1e-005
5377,99,	1e-005
5378,53,	1e-005
5379,13,	1e-005
5379,7,	1e-005
5380,28,	1e-005
5380,86,	1e-005
5381,42,	1e-005
5382,	1e-005
5382,56,	1e-005
5383,14,	1e-005
5383,74,	1e-005
5384,28,	1e-005
5384,86,	1e-005
5385,45,	1e-005
5386,03,	1e-005
5386,63,	1e-005
5387,17,	1e-005
5387,75,	1e-005
5388,33,	1e-005
5388,91,	1e-005
5389,5,	1e-005
5390,06,	1e-005
5390,64,	1e-005
5391,22,	1e-005
5391,8,	1e-005
5392,38,	1e-005
5392,94,	1e-005
5393,52,	1e-005
5394,09,	1e-005
5394,67,	1e-005
5395,25,	9,9e-006
5395,8,	9,9e-006
5396,38,	9,9e-006
5396,94,	9,9e-006
5397,5,	9,9e-006
5398,06,	9,9e-006
5398,66,	9,9e-006
5399,24,	9,9e-006
5399,8,	9,9e-006
5400,38,	9,9e-006
5400,95,	9,9e-006
5401,53,	9,9e-006
5402,11,	9,9e-006
5402,66,	9,9e-006
5403,25,	9,8e-006
5403,84,	9,8e-006
5404,42,	9,8e-006
5405,	9,8e-006
5405,56,	9,8e-006
5406,13,	9,8e-006
5406,67,	9,8e-006
5407,22,	9,8e-006
5407,81,	9,8e-006
5408,38,	9,8e-006
5408,95,	9,8e-006
5409,5,	9,8e-006
5410,06,	9,8e-006
5410,61,	9,8e-006
5411,19,	9,7e-006
5411,77,	9,7e-006
5412,34,	9,7e-006
5412,89,	9,7e-006
5413,44,	9,7e-006
5414,03,	9,7e-006
5414,58,	9,7e-006
5415,16,	9,7e-006
5415,75,	9,7e-006
5416,31,	9,7e-006
5416,91,	9,7e-006
5417,47,	9,7e-006
5418,05,	9,7e-006
5418,63,	9,7e-006
5419,2,	9,7e-006
5419,8,	9,6e-006
5420,34,	9,6e-006
5420,94,	9,6e-006
5421,52,	9,6e-006
5422,09,	9,6e-006
5422,67,	9,6e-006
5423,24,	9,6e-006
5423,81,	9,6e-006
5424,39,	9,6e-006
5424,97,	9,6e-006
5425,56,	9,6e-006
5426,11,	9,6e-006
5426,7,	9,6e-006
5427,28,	9,5e-006
5427,86,	9,5e-006
5428,44,	9,5e-006
5429,	9,5e-006
5429,56,	9,5e-006
5430,14,	9,5e-006
5430,74,	9,5e-006
5431,31,	9,5e-006
5431,86,	9,5e-006
5432,45,	9,5e-006
5433,03,	9,5e-006
5433,61,	9,5e-006
5434,19,	9,5e-006
5434,75,	9,5e-006
5435,33,	9,5e-006
5435,91,	9,5e-006
5436,49,	9,4e-006
5437,08,	9,4e-006
5437,64,	9,4e-006
5438,22,	9,4e-006
5438,8,	9,4e-006
5439,38,	9,4e-006
5439,95,	9,4e-006
5440,49,	9,4e-006
5441,05,	9,4e-006
5441,59,	9,4e-006
5442,19,	9,4e-006
5442,77,	9,4e-006
5443,34,	9,4e-006
5443,94,	9,4e-006
5444,49,	9,4e-006
5445,03,	9,3e-006
5445,59,	9,3e-006
5446,16,	9,3e-006
5446,74,	9,3e-006
5447,31,	9,3e-006
5447,89,	9,3e-006
5448,45,	9,3e-006
5449,03,	9,3e-006
5449,59,	9,3e-006
5450,19,	9,3e-006
