536,063,	381
536,61,	382
537,141,	381
537,688,	381
538,25,	381
538,797,	381
539,344,	381
539,86,	381
540,391,	381
540,907,	381
541,438,	381
542,	381
542,516,	381
543,047,	381
543,578,	381
544,11,	381
544,688,	381
545,25,	381
545,797,	381
546,344,	381
546,891,	381
547,407,	381
547,953,	381
548,5,	381
549,016,	381
549,578,	381
550,125,	381
550,657,	381
551,188,	381
551,735,	381
552,266,	380
552,797,	380
553,344,	380
553,907,	380
554,485,	380
555,032,	380
555,532,	380
556,063,	380
556,641,	380
557,172,	380
557,703,	380
558,235,	380
558,75,	380
559,282,	380
559,86,	380
560,422,	380
560,985,	380
561,532,	380
562,078,	380
562,641,	380
563,172,	380
563,703,	380
564,25,	380
564,782,	380
565,328,	380
565,875,	380
566,438,	380
566,985,	380
567,547,	380
568,11,	380
568,625,	380
569,172,	380
569,688,	380
570,219,	380
570,735,	379
571,266,	379
571,828,	379
572,375,	380
572,907,	380
573,438,	379
573,985,	380
574,547,	379
575,094,	379
575,625,	379
576,157,	379
576,672,	379
577,203,	379
577,719,	379
578,266,	379
578,797,	379
579,344,	379
579,875,	379
580,438,	379
580,985,	379
581,532,	379
582,063,	379
582,594,	379
583,141,	379
583,672,	379
584,203,	378
584,719,	379
585,25,	379
585,766,	379
586,313,	379
586,86,	379
587,422,	379
587,969,	379
588,547,	379
589,11,	379
589,672,	379
590,219,	379
590,75,	379
591,282,	379
591,828,	379
592,391,	379
592,969,	379
593,516,	379
594,078,	379
594,625,	379
595,188,	379
595,735,	379
596,266,	379
596,813,	379
597,36,	379
597,875,	379
598,422,	379
598,985,	379
599,516,	379
600,032,	379
600,563,	379
601,141,	379
601,703,	378
602,266,	379
602,813,	379
603,36,	379
603,922,	379
604,469,	379
605,016,	378
605,563,	379
606,094,	379
606,641,	379
607,203,	379
607,735,	378
608,282,	379
608,828,	378
609,36,	378
609,938,	378
610,5,	379
611,063,	378
611,61,	378
612,141,	378
612,672,	378
613,219,	378
613,782,	378
614,36,	378
614,922,	378
615,422,	378
615,938,	378
616,516,	378
617,063,	378
617,61,	378
618,125,	378
618,688,	378
